user_id,hashtag,no_of_uses
6756327288139023365,igotyour6,2
6756327288139023365,backtheblue💙,2
6756327288139023365,womenfortrump,2
6756327288139023365,igy6,2
6756327288139023365,trump2020train,2
6756327288139023365,igotyoursix,2
6756327288139023365,trump2020,3
6756327288139023365,isupportthepolice,3
6819395520038601734,conservative,2
6819395520038601734,lgbtconservative,2
6819395520038601734,fyp,2
6520007263720051727,duet,2
6520007263720051727,foryoupage,2
6520007263720051727,fyp,2
6642723113535127558,republicanhypehouse,3
6642723113535127558,thinblueline,2
6642723113535127558,backtheblue,2
6642723113535127558,fypシ,3
6642723113535127558,bluelivesmatter,2
6642723113535127558,georgia,4
6642723113535127558,rhec,4
6642723113535127558,duet,2
6642723113535127558,southern,4
6642723113535127558,conservativehypehouse,3
6642723113535127558,trump2020,4
6642723113535127558,countryboy,4
6642723113535127558,hp0556,3
6795339641388073989,lovethiscountry,2
6795339641388073989,backtheblue,2
6795339641388073989,america,5
6795339641388073989,greenscreen,2
6795339641388073989,v8servings,2
6795339641388073989,duet,3
6795339641388073989,trump2020,3
6553351519613337605,duet,3
6614170688754810885,duet,2
6753602482201101317,cops,2
6753602482201101317,duet,2
6753602482201101317,igy6,2
6753602482201101317,fyp,2
6753602482201101317,copsoftiktok,2
6744387518731748357,duet,2
88944203417681920,cops,2
88944203417681920,politics,6
88944203417681920,politcal,2
88944203417681920,political,4
88944203417681920,police,2
88944203417681920,zyxcba,7
88944203417681920,greenscreenvideo,7
88944203417681920,commonsense,5
88944203417681920,notallcopsarebad,4
88944203417681920,alllivesmatter,7
88944203417681920,zyxbca,2
6817969123382838277,duet,2
6553025423976961039,fyp,2
6560820579124756485,getfuckedcunt,2
6560820579124756485,duet,2
6560820579124756485,policelivesmatter,2
6560820579124756485,trump2020,2
6560820579124756485,gfc,2
6560820579124756485,igy6,2
6560820579124756485,backtheblue,2
6820147738526303238,foryou,2
6820147738526303238,duet,2
6820147738526303238,foryoupage,2
6820147738526303238,fyp,2
210123562047672320,foryou,2
210123562047672320,foryoupage,2
210123562047672320,xyzcba,2
210123562047672320,fyp,2
6817444217628902405,duet,2
6764354463148180485,alabama,2
6764354463148180485,thinblueline,2
6764354463148180485,backtheblue,3
6764354463148180485,conservative,2
6764354463148180485,bama,2
6764354463148180485,trump2020,2
6789349651990086661,duet,2
6834627479416669189,duet,2
6834627479416669189,trump2020,2
6601196479917424645,duet,4
6813929211964261382,duet,3
6597748944855711749,duet,2
6819844406176285701,duet,2
6584824366592589829,ddposse,3
6584824366592589829,duet,3
6584824366592589829,someoneneedsanap,2
6584824366592589829,foryoupage,3
6584824366592589829,policelivesmatter,2
6584824366592589829,qlms,3
10129043,duet,2
6805813910584050693,duet,3
6805813910584050693,foryoupage,2
6805813910584050693,fyp,2
6801902700009079814,duet,2
6801902700009079814,vegan,2
6676991300413752325,cops,2
6676991300413752325,duet,3
6676991300413752325,thinblueline,2
6676991300413752325,igy6,2
6676991300413752325,copsoftiktok,2
6676991300413752325,backtheblue,3
6567080968569389061,duet,2
6530770191805060096,officers,2
6530770191805060096,foryou,2
6530770191805060096,duet,2
6530770191805060096,fyp,2
6833053141064532998,duet,2
6833053141064532998,fyp,2
6831728531337937925,blm,2
6831728531337937925,conservative,2
6831728531337937925,fyp,2
6831728531337937925,alllivesmatter,2
6846069414762234885,foryoupage,2
6846069414762234885,bluelivesmatter,2
6846069414762234885,trump2020,2
6846069414762234885,fyp,2
6836115287827317765,duet,2
6832966754025636870,duet,2
6826566717512057861,duet,2
6826566717512057861,greenscreen,2
6756429968496411654,duet,2
191720502040690688,duet,4
6759381331874038789,duet,2
6603403417733087238,duet,3
6603403417733087238,redwhiteandbacktheblue,2
6675530604631180293,duet,2
6705837256740324358,toomanyshoes,2
6770640000935052294,american,2
6770640000935052294,duet,2
6770640000935052294,bluelivesmatter,2
6569337616839344134,duet,2
6519500828552729615,duet,2
6816854589570565126,duet,3
295901532439486464,duet,2
6797211867921024006,duet,2
6823821700460577797,american,2
6823821700460577797,onerace,3
6823821700460577797,merica,3
6823821700460577797,fyp,5
6823821700460577797,usa,3
6823821700460577797,dividedwefall,3
6823821700460577797,onelove,3
6823821700460577797,igy6,2
6823821700460577797,unitedwestand,3
6823821700460577797,allhumansmatter,3
6823821700460577797,duet,5
6823821700460577797,trump2020,2
6793520772021158918,duet,3
6793520772021158918,fyp,3
6847366948821468165,duet,2
6847366948821468165,backtheblue,2
6779940889064096774,duet,2
6724511517688071174,blackout,2
6724511517688071174,blacklivesmatter,3
6724511517688071174,blm,5
6724511517688071174,endracism,3
6724511517688071174,concert,3
6724511517688071174,mullet,2
6724511517688071174,petroutine,2
6724511517688071174,black,3
6724511517688071174,dontletthisflop,2
21467821,blm,2
21467821,duet,2
6803890043305034758,duet,2
6864214281194341381,duet,2
6762162083292251142,foryoupage,2
6762162083292251142,foryourpage,2
6775159781159732229,blacklivesmatter,2
6775159781159732229,rednecks4rainbows,2
6775159781159732229,believer,2
6775159781159732229,marilynmudroe,2
6775159781159732229,acceptance,2
6775159781159732229,family,2
6775159781159732229,cowboyhat,2
6775159781159732229,love,2
6825759389334914053,duet,3
26283845,blacklivesmatter,2
6791197454794195973,blm,2
6791197454794195973,duet,2
6791197454794195973,blmmovement,2
6791197454794195973,foryourpage,2
6791197454794195973,fyp,2
6805302643217957894,duet,3
6805302643217957894,blmmovement,2
6805302643217957894,foryoupage,3
6805302643217957894,blacklivesmattermovement,3
6805302643217957894,fyp,3
6805302643217957894,trending,3
6768685630208132101,duet,2
6768685630208132101,genericafrikanauntie,2
6768685630208132101,foryoupage,2
6768685630208132101,africanamerican,2
6760124552665662469,blm,4
6760124552665662469,love,3
6760124552665662469,xyzbca,3
6760124552665662469,blacklivesmatter,3
6760124552665662469,duet,2
6750466582412329990,blacklivesmatter,2
6750466582412329990,fyppage,2
6750466582412329990,foryoupage,2
6750466582412329990,fyp,2
6701697483402363909,duet,2
6815535671822992389,duet,2
6815535671822992389,fyppage,3
6815535671822992389,xyzbca,3
6745854306354840581,duet,2
6745854306354840581,fyp,2
6576596156167798790,duet,2
6790855703013655558,foryou,2
6790855703013655558,blacklivesmatter,2
6790855703013655558,blm,2
6790855703013655558,duet,2
6790855703013655558,blmmovement,2
6790855703013655558,fy,2
6790855703013655558,alllivesmatter,2
6790855703013655558,movment,2
7160677,duet,3
6852244668299314182,duet,2
160669362851299328,duet,2
160669362851299328,foryourpage,2
160669362851299328,fyp,2
6780915083381883909,duet,2
6576665356859916293,duet,2
6793169789072262150,blm,2
6793169789072262150,notonething,2
6745519312067216390,duet,2
6785657493348467718,blm,2
6785657493348467718,duet,2
6549566312610272271,duet,2
6771638793575498758,duet,2
6806425526245409798,duet,2
6713651297324024837,duet,2
6780144272127149062,duet,2
6625386790146834438,blm,2
2949180,family,2
2949180,protect,2
2949180,duet,3
6798323209705571333,duet,2
6828383081771615238,duet,2
6800937424006153221,blacklivesmatter,2
6810656333257376774,duet,2
6810656333257376774,fypシ,2
6810656333257376774,love❤️,2
6810656333257376774,standwithme2020,2
6810656333257376774,standtogether2020,2
6810656333257376774,foreverteamaj,2
6764886683106100229,duet,2
6764886683106100229,chuckiesquad,2
6632491651989749765,duet,2
6647548479558680581,duet,2
6647548479558680581,blmmovement,2
6647548479558680581,weallbleedred,2
6825970415036072965,godbless,2
6825970415036072965,duet,2
6825970415036072965,bluelivesmatter,2
6825970415036072965,trump2020,2
6805577458361369605,duet,2
6790117396025738245,duet,2
6807982634142155782,duet,2
6962767,duet,2
6735262813773054981,duet,2
6635093932529205253,4u,2
6841700093822796805,duet,4
6841700093822796805,fyp,3
6785327385572115461,duet,2
6793785690498237445,onelove,2
6793785690498237445,elmos_fam,2
6793785690498237445,kims_wolfpack,2
6793785690498237445,gixerfamily,2
6833059464121189381,blacklivesmatter,2
6573786578052333573,notonething,2
6573786578052333573,duet,2
6573786578052333573,upcycling,2
94192458065911808,react,2
6839285206173172741,duet,3
6574821801090940933,duet,2
6718539594452894725,onelove,2
6718539594452894725,rasist,2
6692378616859460614,foryou,5
6692378616859460614,nojusticenopeace,2
6692378616859460614,blm,5
6692378616859460614,blacklivesmatter,5
6692378616859460614,1312,5
6692378616859460614,foryoupage,5
6692378616859460614,justicefornatewoods,3
6692378616859460614,acab,5
6692378616859460614,justiceforregis,2
6712196979806536709,blacklivesmattter,3
6712196979806536709,blackout,3
6712196979806536709,blm,3
6712196979806536709,duet,3
6712196979806536709,blackvoicesheard,3
6712196979806536709,1312,3
6712196979806536709,georgefloyd,2
6712196979806536709,policebrutality,3
6712196979806536709,fyp,2
6712196979806536709,acab,3
6761395901946414086,icantbreathe,9
6761395901946414086,remakeamerica,5
6761395901946414086,blm,19
6761395901946414086,duet,27
6761395901946414086,blacklivesmatter,15
6761395901946414086,1312,22
6761395901946414086,staysafe,2
6761395901946414086,justicefornatewoods,2
6761395901946414086,ourturn,4
6761395901946414086,protest,19
6761395901946414086,dumptrump,15
6761395901946414086,trump2020,14
6761395901946414086,acab,21
6761395901946414086,allcopsarebastard,2
6761395901946414086,alllivesmatterwhenblacklivesmatter,26
6761395901946414086,alllivesmatter,15
6761217088600441862,blm,2
6761217088600441862,blacklivesmatter,2
6761217088600441862,duet,2
6564009291740643333,duet,2
6669319430188843014,blacklivesmatter,2
6669319430188843014,blm,2
6669319430188843014,duet,3
6795643510731211781,duet,3
6826740674265973765,acab,3
6826740674265973765,nojusticenopeace,3
6826740674265973765,blacklivesmatter,3
6826740674265973765,blm,3
6826740674265973765,blmmovement,2
6826740674265973765,blacklivesmattermovement,3
6826740674265973765,georgefloyd,2
6826740674265973765,acab1312,3
6723360922221921286,protest,7
6723360922221921286,4u,2
6723360922221921286,fyp,9
6723360922221921286,wematter,2
6723360922221921286,teen,3
6723360922221921286,blackvoices,2
6723360922221921286,unfair,2
6723360922221921286,blm,7
6723360922221921286,blmmovement,2
6723360922221921286,share,5
6723360922221921286,like,2
6723360922221921286,greenscreen,2
6723360922221921286,awareness,2
6723360922221921286,acab,8
6723360922221921286,racism,2
6723360922221921286,4you,2
6723360922221921286,follow,2
6723360922221921286,court,2
6723360922221921286,criminaljusticereform,2
6723360922221921286,defund,2
6723360922221921286,blac,3
6723360922221921286,xyzbca,2
6723360922221921286,blacklivesmattermovement,2
6723360922221921286,georgefloyd,7
6723360922221921286,black,3
6723360922221921286,happyfourth,3
6723360922221921286,nojusticenopeace,6
6723360922221921286,mad,2
6723360922221921286,blacklivesmatter,5
6723360922221921286,duet,3
6723360922221921286,comment,2
6723360922221921286,foryoupage,7
6723360922221921286,dumptrump,4
6723360922221921286,hiddentalents,2
6723360922221921286,creator,3
310642990899843072,blm,2
310642990899843072,duet,2
310642990899843072,blacklivesmatter,2
83318696995106816,duet,2
6707040998456869893,duet,2
6597510783667830790,duet,2
286547112236871680,duet,2
6797462259364856838,blm,2
6797462259364856838,duet,2
6797462259364856838,fyp,2
6806949215387075590,duet,2
6732484176174466053,duet,3
6632662513774231558,duet,3
6632662513774231558,blm,2
6632662513774231558,blacklivesmattermovement,2
6632662513774231558,fyp,2
6632662513774231558,ally,2
6811887182400750597,blacklivesmatter,4
6811887182400750597,blm,3
6811887182400750597,georgefloyd,3
6773471579239678982,freedom,2
6773471579239678982,blacklivesmatter,3
6773471579239678982,blm,2
6773471579239678982,minoritiesmatter,2
6773471579239678982,riots,2
6773471579239678982,blacklivesmattermovement,2
6773471579239678982,equalityforblacks,2
6773471579239678982,equality,2
6773471579239678982,fyp,5
6773471579239678982,equalrights,2
6773471579239678982,jusice,2
6773471579239678982,alllivesmatterwhenblacklivesmatter,2
6787016124712600582,duet,4
6749977979025507334,blacklivesmatter,2
6749977979025507334,blm,3
6749977979025507334,duet,4
6637675739142062085,blacklivesmatter,2
6637675739142062085,injusticeanywhereisinjusticeeverywhere,2
6637675739142062085,duet,5
6637675739142062085,lgbt,2
6768892183120839685,duet,2
6763677544387757061,blm,2
6763677544387757061,duet,2
6763677544387757061,foryoupage,2
6763677544387757061,fyp,2
6622536194197487622,duet,2
6622536194197487622,blmmovement,3
6622536194197487622,whitelivesmatter,2
6622536194197487622,alllivesmatter,2
6622268270307442694,duet,2
6781066139951858693,duet,2
6805315880404206598,duet,4
6818055508038157318,blacklivesmatter,2
6818055508038157318,blm,2
6818055508038157318,duet,2
6807458333755671557,blacklivesmatter,2
6807458333755671557,blm,2
6561831656381972486,duet,2
6783081840339190790,blacklivesmatter,2
6783081840339190790,duet,2
6783081840339190790,greenscreen,2
6823872097249412102,foryou,2
6823872097249412102,duet,2
6823872097249412102,foryoupage,2
6823872097249412102,fy,2
6823872097249412102,fyp,2
6796029785094046725,duet,2
6796029785094046725,fyp,2
4095059,duet,2
6802280312463803398,duet,2
6637499516357459974,duet,4
6777930526970119174,duet,2
6659006125952253958,duet,2
6587574223949348870,duet,2
6606966223429533701,blacklivesmatter,3
6606966223429533701,duet,4
6606966223429533701,blm,2
6606966223429533701,bluefall,2
6606966223429533701,beatthebrutality,2
6772731705129812997,duet,2
6658739003518730245,duet,3
6715829511068091398,duet,2
6845555482112640005,duett,2
6770389189877122053,blm,2
6770389189877122053,duet,2
6770389189877122053,blackvoicesheard,2
6770389189877122053,blacklivesmatter,2
6770389189877122053,alllivesmatter,2
6783856555516740613,flashback,2
6754154421434876933,foryou,2
6754154421434876933,blm,2
6754154421434876933,duet,2
6754154421434876933,blmmovement,2
6754154421434876933,foryoupage,2
6754154421434876933,fyp,2
6754154421434876933,acab,2
6614060314848329733,duet,2
6670605331510444038,duet,2
6593791922605686790,psa,2
6593791922605686790,important,2
6593791922605686790,blm,2
6593791922605686790,blacklivesmatter,2
6593791922605686790,duet,2
6593791922605686790,1312,2
6593791922605686790,blacklivesmattermovement,2
6593791922605686790,fyp,2
6593791922605686790,acab,2
6760065071185822726,blacklivesmatter,2
6760065071185822726,duet,3
6655037159216037893,fyp,3
6655037159216037893,blm,3
6655037159216037893,foryou,2
6655037159216037893,blacklivesmatter,2
6655037159216037893,duet,3
6655037159216037893,foryoupage,2
6782227785870459910,duet,2
6715588149450933254,duet,2
6754180426937943046,blm,2
6754180426937943046,duet,3
6754180426937943046,abolishthepolice,2
6802767441123427333,blacklivesmatter,2
6746208195406021637,blm,2
6746208195406021637,duet,2
6746208195406021637,blmmovement,2
6746208195406021637,blmprotest,2
6517115309484638217,duet,2
6818584581043667973,duet,2
6712496615569769477,duet,2
6752914988976210950,duet,2
6777560347550499845,blacklivesmatter,2
6777560347550499845,duet,2
6741144313487639557,duet,2
6821243920539649029,protesttips,2
6821243920539649029,duet,2
6764831448388486149,duett,2
6734501883820131333,foryou,2
6734501883820131333,blm,2
6734501883820131333,blacklivesmatter,2
6734501883820131333,duet,2
6734501883820131333,1312,2
6734501883820131333,acab,2
6561695017990504449,funny,2
6561695017990504449,foryou,2
6561695017990504449,featureme,2
6718446339934241797,nuhchez,2
6718446339934241797,comedy,2
6718446339934241797,meme,2
276296472898179073,fyp,4
276296472898179073,equalrights,2
276296472898179073,dribbletothebeat,2
276296472898179073,georgefloyd,3
276296472898179073,foryou,4
276296472898179073,blacklivesmatter,3
276296472898179073,foryoupage,4
276296472898179073,facts,2
276296472898179073,truth,2
6629793499042070533,foryou,2
6629793499042070533,foryoupage,2
6629793499042070533,fyp,2
6728780890111853573,foryou,3
6728780890111853573,prolife,3
6728780890111853573,blm,3
6728780890111853573,xyzbca,3
6728780890111853573,fyp,3
6728780890111853573,christian,3
6728780890111853573,alllivesmatter,3
6681344220353627141,summerofgaming,2
77619219009265664,foryou,3
77619219009265664,blacklivesmatter,2
77619219009265664,foryoupage,3
6800479330201601029,blm,3
6800479330201601029,blacklivesmatter,4
6800479330201601029,foryoupage,4
6800479330201601029,fyp,4
6752598230729425925,foryou,2
6752598230729425925,fyp,2
6807680549211030533,trending,2
6807680549211030533,fyp,2
6650532613386862597,foryou,2
6650532613386862597,sike,2
6650532613386862597,love,2
6650532613386862597,viral,2
6650532613386862597,straight,2
6650532613386862597,foryoupage,2
6650532613386862597,comedy,2
6650532613386862597,trending,2
6650532613386862597,fy,2
6650532613386862597,lgbtq,2
6650532613386862597,lgbt,2
6650532613386862597,fyp,2
6650532613386862597,comedia,2
6650532613386862597,trend,2
6650532613386862597,brasil,2
6632809389442088966,poke,2
6632809389442088966,fyp,2
4507274,fyp,2
6621174644706197509,foryou,2
6621174644706197509,foryoupage,2
6621174644706197509,portugal,2
6621174644706197509,fyp,2
6621174644706197509,brasil,2
6861174616078255109,dontflop,3
6861174616078255109,duet,3
6861174616078255109,viral,3
6861174616078255109,makemefamous,3
6861174616078255109,bluelivesmatter,3
6861174616078255109,fyp,3
6861174616078255109,fypdoesntwork,3
6861174616078255109,fypdoesnthelp,3
6700713981194093573,blm,2
6700713981194093573,samesky,2
6700713981194093573,jrdn,2
6700713981194093573,fyp,2
6700713981194093573,alllivesmatter,3
6842776105956721670,blacklivesmatter,3
6842776105956721670,blm,3
6842776105956721670,justshare,2
6842776105956721670,fyp,3
6842776105956721670,foreveryone,2
6842776105956721670,justlike,2
6807867682601387013,fassiel,2
122935176300519424,xyzbca,2
122935176300519424,fyp,2
6789408312758748165,tiktok,2
6847958673357210630,4uyou,2
6807456665559335942,neiperte,2
6807456665559335942,foryou,2
6807456665559335942,foryoupage,2
6807456665559335942,perte,2
6801719530512450565,foryou,2
6801719530512450565,movies,2
6801719530512450565,tendencia,2
6801719530512450565,fyp,2
6801719530512450565,trend,2
6801719530512450565,parati,3
6806550373031314438,fyp,2
6806550373031314438,trending,2
6757384588051661830,fyp,2
6696300784945267717,fyp,2
6696300784945267717,parati,2
6787466978099708934,pourtoi,4
6539064956304774159,keşfet,2
6539064956304774159,fyp,2
6786364353971241990,petroutine,2
6786364353971241990,notonething,2
6752694111557895173,fdt,2
6752694111557895173,blm,2
6752694111557895173,blmmovement,2
6752694111557895173,dumptrump,2
6726513206347973638,foryou,4
6726513206347973638,alllivesmatter,2
6726513206347973638,fyp,4
6726513206347973638,joeywendel,4
6697591994586776581,blm,4
6697591994586776581,blacklivesmatter,4
6697591994586776581,blacklivesmattermovement,4
6697591994586776581,xyzcba,2
6697591994586776581,fyp,5
6585923159462543366,cops,3
6585923159462543366,foryou,3
6585923159462543366,blm,3
6585923159462543366,defendthepolice,3
6585923159462543366,bluelivesmatter,3
6585923159462543366,thinblueline,3
6585923159462543366,merica,3
6585923159462543366,trump2020,3
6585923159462543366,police,3
6585923159462543366,fyp,3
6585923159462543366,sike,3
6585923159462543366,backtheblue,3
6731763026654086150,foryou,2
6731763026654086150,comedy,2
6731763026654086150,fyp,2
6731763026654086150,dontletthisflop,2
6018626,fürdich,2
6018626,viral,2
6018626,fy,2
6761804193575896069,xyzcba,2
6758868256347423749,foryoupage,2
6758868256347423749,fyp,2
6816108491258889221,kyliejenner,2
70726781535735808,forupage,2
6666661672877686789,foryou,2
6666661672877686789,foryoupage,2
6666661672877686789,fyp,2
6661384165353553926,georgefloydprotest,2
6661384165353553926,georgefloydwasmurdered,2
6661384165353553926,fyp,2
6661384165353553926,georgefloyd,2
6661384165353553926,minneapolis,2
6661384165353553926,minnesota,2
6661384165353553926,minneapolisprotest,2
6636679838450614277,blm,7
6636679838450614277,peacefulprotest,3
6636679838450614277,greenscreen,5
6636679838450614277,justice,6
6636679838450614277,georgefloyd,12
6636679838450614277,blacklivesmatter,6
6636679838450614277,duet,4
6636679838450614277,alllivesmatter,4
197143357926780928,foryoupage,2
197143357926780928,4u,2
197143357926780928,duet,2
197143357926780928,georgefloyd,2
6613880540196618246,duet,2
6613880540196618246,facts,2
6613880540196618246,fyp,3
6616809655497654277,justiceforgeorgefloyd,2
6616809655497654277,blacklivesmatter,2
6616809655497654277,enoughisenough,2
6616809655497654277,blm,2
6616809655497654277,duet,2
6808844171707057158,4u,2
6808844171707057158,fyp,2
6808844171707057158,blm,3
6808844171707057158,news,2
6808844171707057158,blacklivesmattermovement,2
6808844171707057158,nojusticenopeace,2
6808844171707057158,saynotoracism,3
6808844171707057158,blmprotest,2
6808844171707057158,foryoupage,2
6808844171707057158,protesters,2
6789215613556147206,duet,2
93491206759821312,alllivesmatter,2
167321798102073344,blmmovement,2
167321798102073344,blm,2
167321798102073344,blacklivesmatter,2
167321798102073344,duet,2
142211036559990784,duet,2
6667229708189777926,duet,2
6667229708189777926,alllivesmatter,2
6667229708189777926,bluelivesmatter,3
6553705171175489541,duet,2
13579184,duet,2
6580953173904719878,fyp,2
6792205855460541446,duet,2
6724762527219860485,duet,2
6810049627691271173,duet,2
6810049627691271173,foryoupage,2
6810049627691271173,tiktok_ghana,2
6810049627691271173,trending,2
6644586507875483653,duet,2
6726876560907420678,blmmovement,2
6755978805938701318,duet,2
6755978805938701318,fyp,2
6728855871525635078,duet,2
6758711462359204869,duet,2
6804929255585465350,duet,3
6767153853399811078,republicanhypehouse,2
6767153853399811078,trump,3
6767153853399811078,policelivesmatter,3
6767153853399811078,leftist,2
6767153853399811078,democrat,2
6767153853399811078,blm,5
6767153853399811078,bluelivesmatter,2
6767153853399811078,liberal,2
6767153853399811078,2020,4
6767153853399811078,republican,3
6767153853399811078,blacklivesmatter,5
6767153853399811078,vote,2
6767153853399811078,trump2020,2
6765303645128934406,wakeupamerica,5
6765303645128934406,duet,6
6765303645128934406,conservative,6
6765303645128934406,liberalsareevil,2
6765303645128934406,godfirst,2
6765303645128934406,trumpvsbiden,6
6765303645128934406,unityforlife,6
6765303645128934406,factsoverfeelings,5
6765303645128934406,alllivesmatter,7
6765303645128934406,protectyourself,2
6688248107481039878,duet,2
6845111866768983045,duet,3
6845111866768983045,igy6,2
6845111866768983045,backtheblue,2
6828597034821370885,duet,2
6841719273115780102,fyp,2
6841719273115780102,wearetiktokers,2
6809383956367852549,duet,2
6809383956367852549,fypシ,2
6809383956367852549,fyp,2
6849063081194587142,breonnataylor,16
6849063081194587142,biden2020,7
6849063081194587142,inverted,7
6849063081194587142,greenscreen,6
6849063081194587142,bunkerbitch,3
6849063081194587142,abolishpolice,6
6849063081194587142,vanessaguillen,2
6849063081194587142,elijhamcclain,5
6849063081194587142,bidenandharris,9
6849063081194587142,georgefloyd,3
6849063081194587142,transgender,3
6849063081194587142,saytheirnames,7
6849063081194587142,kendrick,2
6849063081194587142,blacklivesmatter,17
6849063081194587142,duet,7
6849063081194587142,abolishice,4
6849063081194587142,dumptrump,5
6849063081194587142,tamirrice,8
6849063081194587142,elijahmcclain,6
6849063081194587142,nativeamerican,2
64690479526641664,breonnataylor,3
64690479526641664,blacklivesmatter,5
64690479526641664,duet,2
64690479526641664,fyp,5
64690479526641664,defundthepolice,2
6810041047176643589,duet,2
183089963171737600,foryou,3
183089963171737600,duet,3
183089963171737600,greenscreen,3
183089963171737600,fyp,3
6775642877298705413,blm,3
6775642877298705413,duet,4
6775642877298705413,justice,2
6775642877298705413,standstrongtogether,2
6775642877298705413,fyp,4
6775642877298705413,protect,2
6544886573358404623,duet,2
6826600826359710725,duet,2
6826600826359710725,greenscreen,2
6826600826359710725,fyp,2
6780353540704633862,duet,2
6780353540704633862,fyp,2
6817180170669310981,blm,3
6817180170669310981,blacklivesmatter,3
6817180170669310981,duet,3
6817180170669310981,laugh,2
6817180170669310981,comedy,2
6817180170669310981,whatspoppin,2
6817180170669310981,bluelivesmatter,2
6817180170669310981,satire,2
6817180170669310981,10secondsvs,2
6817180170669310981,funny,2
6817180170669310981,gonnaknow,2
6555209567049880591,duet,2
6738344327490454534,duet,2
6746616064870319109,duet,3
54185542048808960,duet,2
6654494375911587845,blm,2
6654494375911587845,duet,2
6580788923101315077,blm,2
6580788923101315077,blacklivesmatter,2
6580788923101315077,duet,2
6819087717784683525,duet,4
6819087717784683525,blacklvesmatter,3
6819087717784683525,unitedwestandandwewillnotcease,2
6819087717784683525,lgbtqplus,3
6819087717784683525,gay,2
6819087717784683525,lesbian,2
6819087717784683525,allyl,2
6819087717784683525,ally,2
6871726811526890502,emilyinparis,2
6810013713585177606,duet,2
6650995610348535814,tiktok,2
6650995610348535814,duet,2
6652099070884757509,cod,2
6652099070884757509,duet,2
6652099070884757509,callofduty,4
6652099070884757509,foryoupage,3
6652099070884757509,bluelivesmatter,2
6652099070884757509,voiceeffects,2
6652099070884757509,content,3
6652099070884757509,fyp,3
6652099070884757509,milsilm,2
6803149245966156806,police,3
6803149245966156806,fyp,3
6803149245966156806,backtheblue,2
6803149245966156806,copsoftiktok,3
6803149245966156806,foryourpage,2
6803149245966156806,staysafe,2
6803149245966156806,alllivesmatter,2
6749586997420491781,fypシ,2
6749586997420491781,police,2
6628843170284453893,blm,4
6628843170284453893,duet,4
6628843170284453893,4yp,5
6628843170284453893,xyzbca,5
6628843170284453893,bluelivesmatter,3
6628843170284453893,thisisamerica,3
6628843170284453893,fyp,4
6628843170284453893,alllivesmatterwhenblacklivesmatter,5
6628843170284453893,alllivesmatter,5
6810941798636356613,duet,2
6792957719671489541,blm,2
6532313419108892673,foryou,2
6532313419108892673,foryoupage,2
6532313419108892673,fyp,2
6801654496839681029,blm,2
6790760348732785669,politics,2
6790760348732785669,trump,2
6790760348732785669,leftist,2
6790760348732785669,fyp,2
6790760348732785669,trending,2
6790760348732785669,democrat,2
6790760348732785669,feminism,2
6790760348732785669,liberal,2
6790760348732785669,foryou,2
6809630629648335877,foryou,2
6809630629648335877,fyp,3
6845482853645075462,mokidz,2
6845482853645075462,duet,2
6845482853645075462,singledad,2
115666121969508353,duet,2
6742739711562040326,breonnataylor,2
6742739711562040326,blm,3
6742739711562040326,duet,3
6742739711562040326,blmmovement,2
6742739711562040326,lgbtqpoc,2
6742739711562040326,pocunity,3
6742739711562040326,protest,2
6742739711562040326,georgefloyd,2
6742739711562040326,defundthepolice,2
6742739711562040326,imblack,2
6666039885936099334,duet,2
6823532751494513670,blacklivesmatter,3
6823532751494513670,duet,3
6652890941995532294,lgbt🌈,2
6652890941995532294,pullupgang,2
6652890941995532294,whorunthis🖤,2
6758495107010102277,viral,3
6758495107010102277,fyp,5
6758495107010102277,justiceforgeorgefloyd,2
6758495107010102277,blm,2
6758495107010102277,fypシ,4
6758495107010102277,united,5
6758495107010102277,onelove,4
6758495107010102277,georgefloyd,3
6758495107010102277,blacklivesmatter,5
6758495107010102277,duet,5
6758495107010102277,stopracism,3
6794183023888106502,foryou,2
4136290,blacklivesmatter,2
4136290,duet,2
4136290,fyp,2
6747794658270692358,blacklivesmatter,2
6747794658270692358,blm,2
6747794658270692358,duet,2
6747794658270692358,exzentrix,2
6805234982551782406,duet,2
6763494203730297861,blacklivesmatter,2
6763494203730297861,blm,2
6763494203730297861,duet,2
6763494203730297861,fyp,2
6617106946464972805,duet,2
6823798084771038214,democratsoftiktok,2
6823798084771038214,vetsagainsttrump,3
6699219793629430790,blackvoicesheard,12
6699219793629430790,areyoucomingtothetree,2
6699219793629430790,hiddentalents,5
6699219793629430790,backtheblue,5
6699219793629430790,blackvoices,18
6699219793629430790,justiceforgeorgefloyd,2
6699219793629430790,homechef,2
6699219793629430790,tonytimpa,2
6699219793629430790,upcycling,4
6699219793629430790,blacklivesmattermovement,26
6699219793629430790,blacktiktok,23
6699219793629430790,blacklivesmatter,23
6699219793629430790,duet,8
6699219793629430790,lmao,2
6699219793629430790,policebrutality,3
6699219793629430790,keepingitcute,6
6699219793629430790,summerofgaming,2
6694719328169837574,fyp,2
6694719328169837574,blm,6
6694719328169837574,yourracismisshowing,2
6694719328169837574,alllivesmatterwhenblacklivesmatter,4
6694719328169837574,blacklivesmatter,6
6694719328169837574,duet,4
6694719328169837574,fyppage,2
6694719328169837574,stopracism,3
6694719328169837574,alllivesmatter,2
6709435818672571398,justiceforgeorgefloyd,3
6709435818672571398,blm,3
6709435818672571398,fyp,2
6693637765457789957,fyp,2
6819049121401472006,duet,2
